id,type,title,release_year,description
466,TV Show,Heist,2021,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.
467,TV Show,My Unorthodox Life,2021,"Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series."
468,Movie,Private Network: Who Killed Manuel Buendía?,2021,A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.
469,Movie,The Guide to the Perfect Family,2021,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image."
471,Movie,Bridgerton - The Afterparty,2021,""Bridgerton" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments."
472,Movie,Day of Destiny,2021,"With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time."
473,TV Show,Ridley Jones,2021,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!
478,TV Show,Atypical,2021,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
479,TV Show,Biohackers,2021,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
480,Movie,Fear Street Part 2: 1978,2021,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival."
482,Movie,How I Became a Superhero,2021,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers."
483,TV Show,How to Become a Tyrant,2021,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries."
484,Movie,Last Summer,2021,"During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle."
485,Movie,Lee Su-geun: The Sense Coach,2021,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows."
486,Movie,Lethal Love,2021,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client."
488,TV Show,The Cook of Castamar,2021,"In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez."
489,TV Show,Virgin River,2021,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
491,TV Show,Elize Matsunaga: Once Upon a Crime,2021,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
494,TV Show,RESIDENT EVIL: Infinite Darkness,2021,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House."
498,TV Show,Cat People,2021,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales."
500,TV Show,Dogs,2021,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances."
501,Movie,Major Grom: Plague Doctor,2021,"When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it."
504,TV Show,The Mire,2021,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
505,TV Show,The War Next-door,2021,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences."
507,Movie,This Little Love Of Mine,2021,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
517,TV Show,Girl from Nowhere,2021,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn."
521,TV Show,I Think You Should Leave with Tim Robinson,2021,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.
522,TV Show,Kim's Convenience,2021,"While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them."
534,TV Show,Shtisel,2021,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life."
539,TV Show,The A List,2021,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama."
545,TV Show,Workin' Moms,2021,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto."
547,TV Show,You Are My Spring,2021,A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.
548,TV Show,We the People,2021,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more."
551,Movie,Fear Street Part 1: 1994,2021,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries. Welcome to Shadyside."
552,Movie,Haseen Dillruba,2021,"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth."
557,Movie,The 8th Night,2021,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth."
561,Movie,Audible,2021,"Shaken by a friend's suicide, a Deaf high school football player copes with family and relationships while anticipating his final homecoming game."
571,Movie,Dynasty Warriors,2021,"Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the "Romance of the Three Kingdoms.""
572,TV Show,Generation 56k,2021,"A chance encounter leads two 30-somethings to remember 1998, the year their teenage hormones kicked in — and the internet changed their lives forever."
578,TV Show,Masameer County,2021,"A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far."
581,Movie,Mobile Suit Gundam Hathaway,2021,"After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate."
618,TV Show,Young Royals,2021,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated."
619,Movie,America: The Motion Picture,2021,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
624,Movie,Mommy Issues,2021,Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.
625,Movie,Prime Time,2021,"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air."
626,TV Show,Somos.,2021,"The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events."
627,TV Show,Sophie: A Murder in West Cork,2021,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.
629,TV Show,StarBeam,2021,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!"
632,TV Show,The Seven Deadly Sins,2021,"When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm."
637,Movie,The Ice Road,2021,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment."
638,TV Show,Ray,2021,"From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series."
639,TV Show,Sex/Life,2021,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.
640,TV Show,Godzilla Singular Point,2021,"Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world."
641,TV Show,Jiva!,2021,"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams."
642,Movie,Sisters on Track,2021,Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.
643,TV Show,The Naked Director,2021,"In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
644,Movie,The Seventh Day,2021,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.
645,Movie,Good on Paper,2021,"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true."
646,Movie,Murder by the Coast,2021,"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth."
647,Movie,The House of Flowers: The Movie,2021,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.
648,TV Show,The Parisian Agency: Exclusive Properties,2021,This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.
649,TV Show,Too Hot to Handle,2021,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex."
654,TV Show,This Is Pop,2021,"Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more."
659,TV Show,"Nevertheless,",2021,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.
661,TV Show,Black Lightning,2021,School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.
683,TV Show,Why Are You Like This,2021,"Three best friends negotiate work, fun, identity politics, hookups and wild nights out in this razor-sharp satire of 20-something life in Melbourne."
684,Movie,A Family,2021,"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times."
685,TV Show,Elite,2021,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
686,Movie,Fatherhood,2021,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story."
687,TV Show,Hospital Playlist,2021,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist."
688,Movie,Jagame Thandhiram,2021,"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow."
691,Movie,Rurouni Kenshin: The Final,2021,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge."
692,TV Show,So Not Worth It,2021,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world."
693,TV Show,The Rational Life,2021,"A career-driven 30-something must contend with a cutthroat workplace, a love triangle and her nagging mom."
694,Movie,Ali & Ratu Ratu Queens,2021,"After his father's passing, a teenager sets out for New York in search of his estranged mother and soon finds love and connection in unexpected places."
697,TV Show,Black Summer,2021,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
698,TV Show,Elite Short Stories: Carla Samuel,2021,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London."
700,TV Show,Katla,2021,The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.
701,TV Show,Record of Ragnarok,2021,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin."
704,TV Show,The Gift,2021,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
707,TV Show,Elite Short Stories: Omar Ander Alexis,2021,"Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment."
708,TV Show,Let's Eat,2021,A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him — but soon becomes her sidekick.
711,TV Show,Penguin Town,2021,"In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals."
712,Movie,Security,2021,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies."
715,TV Show,Beyond Evil,2021,"As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own."
716,TV Show,Elite Short Stories: Nadia Guzmán,2021,"Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding."
718,Movie,Headspace: Unwind Your Mind,2021,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special."
720,TV Show,Power Rangers Dino Fury,2021,"With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth."
721,TV Show,Rhyme Time Town,2021,Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.
725,Movie,The Reason I Jump,2021,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.
726,TV Show,Elite Short Stories: Guzmán Caye Rebe,2021,"Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors."
729,Movie,The Devil Below,2021,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural."
730,Movie,Bling Empire - The Afterparty,2021,"The stars of "Bling Empire" discuss the show's success and play bling-themed games, then comic Joel Kim Booster makes his case for joining the cast."
731,Movie,Cobra Kai - The Afterparty,2021,"Ralph Macchio, William Zabka and more from the "Cobra Kai" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of "F Is for Family.""
732,TV Show,Love (ft. Marriage and Divorce),2021,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages."
733,Movie,To All the Boys: Always and Forever - The Afterparty,2021,"Cast members of the "To All the Boys" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice."
735,TV Show,Lupin,2021,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family."
736,Movie,Sarbath,2021,"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated."
737,Movie,Skater Girl,2021,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete."
738,TV Show,Trese,2021,"In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing."
739,Movie,Trese After Dark,2021,"Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series."
740,Movie,Wish Dragon,2021,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
743,Movie,Camellia Sisters,2021,Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.
745,TV Show,Locombianos,2021,Four of Colombia's funniest and bawdiest comedians perform before a post-quarantine audience hungry for their stories.
747,Movie,Awake,2021,"After a global event wipes out humanity's ability to sleep, a troubled ex-soldier fights to save her family as society and her mind spiral into chaos."
749,TV Show,"Fresh, Fried & Crispy",2021,"Passionate about food and ready for fun, critic Daym Drops drops in on America's smokin' hot spots for the best, freshest takes on fried food."
750,TV Show,L.A.’s Finest,2021,"In this spinoff of the "Bad Boys" franchise, two police detectives team up while trying to keep their stormy pasts — and differences — from interfering."
751,Movie,Tragic Jungle,2021,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural."
756,Movie,Kitty Love: An Homage to Cats,2021,"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos."
758,Movie,Breaking Boundaries: The Science Of Our Planet,2021,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.
759,TV Show,Feel Good,2021,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety."
762,TV Show,Human: The World Within,2021,Cutting-edge science and captivating personal stories collide in this illuminating docuseries about the incredible workings of the human body.
763,Movie,Sweet & Sour,2021,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive."
764,TV Show,Sweet Tooth,2021,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector."
765,Movie,Trippin' with the Kandasamys,2021,"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises."
766,Movie,Xtreme,2021,"In this fast-paced and action-packed thriller, a retired hitman — along with his sister and a troubled teen — takes revenge on his lethal stepbrother."
767,Movie,Alan Saldaña: Locked Up,2021,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents."
768,TV Show,Creator's File: GOLD,2021,"Comedian Ryuji Akiyama satirizes top “creators” in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars."
769,Movie,Dancing Queens,2021,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye."
771,Movie,Myriam Fares: The Journey,2021,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown."
772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,2021,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world."
773,TV Show,Summertime,2021,Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.
782,Movie,Black Holes | The Edge of All We Know,2021,Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
784,Movie,Carnaval,2021,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes."
786,TV Show,Cocomelon,2021,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
806,TV Show,Racket Boys,2021,A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.
812,Movie,Super Monsters: Once Upon a Rhyme,2021,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
821,TV Show,The Platform,2021,"A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
827,Movie,Bo Burnham: Inside,2021,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year."
828,Movie,One Lagos Night,2021,"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea."
830,Movie,Dog Gone Trouble,2021,The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
831,TV Show,The Kominsky Method,2021,Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,2021,"Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict."
833,TV Show,Word of Honor,2021,"A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy."
834,TV Show,Black Space,2021,A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
835,Movie,Blue Miracle,2021,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
836,TV Show,Eden,2021,"A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished."
837,Movie,Ghost Lab,2021,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist."
838,TV Show,Ragnarok,2021,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
839,Movie,Soy Rada: Serendipity,2021,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music."
841,Movie,Baggio: The Divine Ponytail,2021,"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism."
842,Movie,Gatao - The Last Stray,2021,Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.
843,TV Show,High on the Hog: How African American Cuisine Transformed America,2021,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries."
845,Movie,Nail Bomber: Manhunt,2021,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator."
848,TV Show,Mad for Each Other,2021,"Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way."
849,TV Show,Master of None,2021,Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
851,Movie,99 Songs,2021,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
852,Movie,99 Songs (Tamil),2021,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
853,Movie,99 Songs (Telugu),2021,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
854,Movie,Army of the Dead,2021,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
855,Movie,Creating an Army of the Dead,2021,"Zack Snyder and his "Army of the Dead" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre."
856,TV Show,Jurassic World Camp Cretaceous,2021,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
858,TV Show,The Neighbor,2021,Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.
862,Movie,Little Singham Future mein Satakli,2021,"Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!"
863,TV Show,Special,2021,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
870,TV Show,Who Killed Sara?,2021,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit."
871,Movie,Amy Tan: Unintended Memoir,2021,"From her painful past to her successful career after "The Joy Luck Club," groundbreaking writer Amy Tan shares her life story in this documentary."
872,Movie,Sardar Ka Grandson,2021,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair."
874,Movie,Ahaan,2021,"Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome."
875,TV Show,Booba: Food Puzzle,2021,"Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food."
877,TV Show,Alma Matters,2021,"Alumni of India’s elite academic institutes share the harsh realities, pleasant surprises and transformative journeys of their college experiences."
878,Movie,Cinema Bandi,2021,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
879,Movie,Ferry,2021,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life."
880,TV Show,Halston,2021,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.
881,TV Show,Haunted,2021,"Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
882,Movie,I Am All Girls,2021,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.
883,Movie,Jungle Beat: The Movie,2021,"When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!"
884,TV Show,"Love, Death & Robots",2021,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
885,TV Show,Move to Heaven,2021,"Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones."
889,Movie,The Upshaws - The Afterparty,2021,"The comedic dream team from "The Upshaws" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game."
890,Movie,The Woman in the Window,2021,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window."
891,TV Show,Castlevania,2021,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
895,Movie,Dance of the Forty One,2021,A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
896,Movie,Oxygen,2021,"After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out."
897,TV Show,The Upshaws,2021,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.
898,TV Show,Use For My Talent,2021,"When the germophobic owner of a cleaning company encounters a slovenly employee, a romance blossoms as they help one another heal from their pasts."
901,TV Show,"Money, Explained",2021,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans."
903,TV Show,Mine,2021,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
904,Movie,Nayattu,2021,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
906,Movie,Super Me,2021,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.
909,TV Show,Jupiter's Legacy,2021,"They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising — and the old rules no longer apply."
910,Movie,Milestone,2021,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern."
911,Movie,Monster,2021,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
913,Movie,The Circle - The Afterparty,2021,"Stars of "The Circle" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another."
919,TV Show,Lava Ka Dhaava,2021,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.
920,TV Show,The Sons of Sam: A Descent into Darkness,2021,"The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult."
924,TV Show,Trash Truck,2021,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
958,TV Show,Pet Stars,2021,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.
960,Movie,The Disciple,2021,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."
961,TV Show,The Innocent,2021,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare."
962,Movie,The Mitchells vs. The Machines,2021,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.
964,TV Show,The Unremarkable Juanquini,2021,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.
965,Movie,Things Heard & Seen,2021,A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.
966,TV Show,Yasuke,2021,A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.
967,Movie,Get the Grift,2021,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together."
968,TV Show,Headspace Guide to Sleep,2021,"Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down."
969,TV Show,Sexify,2021,"To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy."
973,TV Show,Fatma,2021,"Reeling from tragedy, a nondescript house cleaner embarks on a murderous streak as she searches for her missing husband and reckons with old wounds."
976,Movie,Shadow and Bone - The Afterparty,2021,"Stars of Netflix's "Shadow and Bone" discuss the show's epic combat scenes, answer some fan questions and play an "Army vs. Crows" trivia game."
984,Movie,Heroes: Silence and Rock & Roll,2021,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound."
989,TV Show,Let's Fight Ghost,2021,"A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead."
994,TV Show,Shadow and Bone,2021,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
